,title,sub-category,label_score,has_exclamation,has_question,has_number,mark_count,total_character,original_title
3828,teleskop raksasa china hasil deteksi sinyal dari luar angkasa,1,0,0,0,0,0,61,Teleskop Raksasa China Berhasil Mendeteksi Sinyal dari Luar Angkasa
3829,ekor gajah lepa kendali di festiv agama di sri lanka orang lukaluka,1,0,0,0,0,0,67,"2 Ekor Gajah Lepas Kendali di Festival Keagamaan di Sri Lanka, 17 Orang Luka-luka"
3830,ghibran pak nadiem jadi panutan anak muda indonesia,1,0,0,0,0,0,51,Ghibran: Pak Nadiem jadi Panutan Anak Muda Indonesia...
3831,sidang eksepsi kivlan zen jadwal septemb,1,0,0,0,0,0,40,Sidang Eksepsi Kivlan Zen Dijadwalkan 26 September 2019
3832,tuduh curi merek dagang offwhit virgil abloh jawab,1,0,0,0,0,0,50,"Dituduh ""Curi"" Merek Dagang Off-White, Virgil Abloh Menjawab"
3833,rapat dengan komisi iii ipw sebut kpk sikap mau gue,1,0,0,0,0,0,51,"Rapat dengan Komisi III, IPW Sebut KPK Bersikap ""Semau Gue"""
3834,tantang makin berat perintah digitalisasi data infrastruktur,1,0,0,0,0,0,60,"Tantangan Makin Berat, Pemerintah Digitalisasi Data Infrastruktur"
3835,wapr kalla jenguk bj habibi,1,0,0,0,0,0,27,Wapres Kalla Jenguk BJ Habibie
3836,bappena risiko kabut asap di ibu kota yang baru pale rendah,1,0,0,0,0,0,59,Bappenas: Risiko Kabut Asap di Ibu Kota yang Baru Paling Rendah
3837,pohon tumbang timpa mobil yang laju di pondok indah,1,0,0,0,0,0,51,Pohon Tumbang Timpa Mobil yang Melaju di Pondok Indah
3838,seberang di jalan tol orang perempuan tewa tabrak kendara motor,1,0,0,0,0,0,63,"Menyeberang di Jalan Tol, Seorang Perempuan Tewas Tertabrak Kendaraan Bermotor"
3839,jaksa sorot petinggi rohd and schwarz minta ob tiru tanda tangan dalam dokumen po,1,0,0,0,0,0,81,Jaksa Soroti Petinggi Rohde and Schwarz Minta OB Tiru Tanda Tangan dalam Dokumen PO
3840,besok vivo akan rili z pro versi gb di indonesia,1,0,0,0,0,0,48,"Besok, Vivo Akan Rilis Z1 Pro Versi 128 GB di Indonesia"
3841,kritik sandang disabilita soal fasilita stasiun tanjung priok akan sampai ke pt kai,1,0,0,0,0,0,83,Kritikan Penyandang Disabilitas soal Fasilitas Stasiun Tanjung Priok Akan Sampaikan ke PT KAI
3842,kenal dengan teknolog baru dua suv peugeot,1,0,0,0,0,0,42,Kenalan dengan Teknologi Baru Dua SUV Peugeot
3843,ini jeni olahraga yang bikin tinggi mito atau fakta,1,1,0,0,0,0,51,"Ini Jenis Olahraga yang Bikin Tinggi, Mitos atau Fakta?"
3844,pidana kasu korupsi fuad amin imron meningg dunia,1,0,0,0,0,0,49,Terpidana Kasus Korupsi Fuad Amin Imron Meninggal Dunia
3845,wajah jenni blackpink hias sampul majalah ell edisi oktob,1,0,0,0,0,0,57,Wajah Jennie BLACKPINK Hiasi Sampul Majalah ELLE Edisi Oktober
3846,antisipasi bakar lahan ibu kota baru akan lengkap bendung tampung air,1,0,0,0,0,0,69,"Antisipasi Kebakaran Lahan, Ibu Kota Baru akan Dilengkapi Bendungan Penampung Air"
3847,lihat aksi mutia ayu istri glenn fredli ajar saji papeda,1,1,0,0,0,0,56,"Lihat Aksi Mutia Ayu, Istri Glenn Fredly, Belajar Menyajikan Papeda"
3848,tahan satusatunya lini yang bisa bangga ac mil sekarang,1,0,0,0,0,0,55,"Pertahanan, Satu-satunya Lini yang Bisa Dibanggakan AC Milan Sekarang"
3849,aku demonstran di depan kpk tak tahu siapa pimpin kpk dan aku ada bagibagi uang,1,0,0,0,0,0,79,"Pengakuan Demonstran di Depan KPK, Tak Tahu Siapa Pimpinan KPK dan Akui Ada Bagi-bagi Uang"
3850,orangtua tak mampu beli susu bayi bulan beri gela kopi tiap hari,1,0,0,0,0,0,64,"Orangtua Tak Mampu Beli Susu, Bayi 14 Bulan Diberi 5 Gelas Kopi Setiap Hari"
3851,jokowi minta kembang cepat bangun rumah pn tni dan polri,1,0,0,0,0,0,56,"Jokowi Minta Pengembang Percepat Pembangunan Rumah PNS, TNI, dan Polri"
3852,ribu ikan mati di ambon bmkg sebut tak hubung dengan tsunami,1,0,0,0,0,0,60,"Ribuan Ikan Mati di Ambon, BMKG Sebut Tak Berhubungan dengan Tsunami"
3853,pemprov dki tetap potong kabel utilita meski lapor ke ombudsman,1,0,0,0,0,0,63,Pemprov DKI Tetap Potong Kabel Utilitas meski Dilaporkan ke Ombudsman
3854,koordin kontra sebut biar karhutla bisa lapor ke pbb,1,0,0,0,0,0,52,Koordinator KontraS Sebut Pembiaran Karhutla Bisa Dilaporkan ke PBB
3855,kabut asap kepung bandara samarinda hari jajar pegawai gelar shalat istisqa,1,0,0,0,0,0,75,"Kabut Asap Kepung Bandara Samarinda 3 Hari, Jajaran Pegawai Gelar Shalat Istisqa"
3856,kena tampar berkalikali desta dendam pada danilla riyadi,1,0,0,0,0,0,56,"Kena Tampar Berkali-kali, Desta Dendam pada Danilla Riyadi"
3857,anang hermansyah turut saya maia lebih hebat dari ahmad dhani,1,0,0,0,0,0,61,Anang Hermansyah: Menurut Saya Maia Lebih Hebat dari Ahmad Dhani
3858,pdip akan buat tim untuk takar elektabilita daftar calon wali kota tangsel,1,0,0,0,0,0,74,PDI-P Akan Buat Tim untuk Menakar Elektabilitas Pendaftar Calon Wali Kota Tangsel
3859,restu orang tua cristiano ronaldo akan nikah georgina rodriguez,1,0,0,0,0,0,63,"Direstui Orang Tua, Cristiano Ronaldo Akan Nikahi Georgina Rodriguez"
3860,selain bikin tubuh sehat olahraga juga sehat otak,1,0,0,0,0,0,49,"Selain Bikin Tubuh Sehat, Olahraga Juga Menyehatkan Otak"
3861,dede yusuf biar perintah rasa juga rapat kabinet di riau hari lah,1,0,0,0,0,0,65,"Dede Yusuf: Biar Pemerintah Rasakan Juga, Rapat Kabinet di Riau 3 Hari Lah.."
3862,mesra dengan shandi aulia di cinta itu buta dodit mulyanto sebut menang banyak,1,0,0,0,0,0,78,"Bermesraan dengan Shandy Aulia di Cinta Itu Buta, Dodit Mulyanto Disebut Menang Banyak"
3863,anang hermansyah ingin undang ahmad dhani maia estianti bala ajak krisdayanti,1,0,0,0,0,0,77,"Anang Hermansyah Ingin Undang Ahmad Dhani, Maia Estianty Balas Ajak Krisdayanti"
3864,dongkrak investasi jokowi akan revisi undangundang,1,0,0,0,0,0,50,"Dongkrak Investasi, Jokowi Akan Revisi 74 Undang-undang"
3865,wisata yogyakarta rumah nana spongebob di tengah hutan pinu,1,0,0,0,0,0,59,"Wisata Yogyakarta, Rumah Nanas Spongebob di Tengah Hutan Pinus"
3866,ekspor riau turun karena kabut asap,1,1,0,0,0,0,35,"Ekspor Riau Turun, karena Kabut Asap?"
3867,kabut asap semakit tebal ribu warga gelar shalat minta hujan,1,0,0,0,0,0,60,"Kabut Asap Semakit Tebal, Ribuan Warga Gelar Shalat Minta Hujan"
3868,pergok keluar dari kamar anak tiri saiful lapor cabul oleh istri,1,0,0,0,0,0,64,"Kepergok Keluar dari Kamar Anak Tiri, Saiful Dilaporkan Pencabulan oleh Istri"
3869,susun main dan link live stream laga timna u vs filipina,1,0,0,0,0,0,56,Susunan Pemain dan Link Live Streaming Laga Timnas U-16 Vs Filipina
3870,kamera mirrorless fujifilm xa hadir dengan video k lebih mumpuni,1,0,0,0,0,0,64,Kamera Mirrorless Fujifilm X-A7 Hadir dengan Video 4K Lebih Mumpuni
3871,alas bayi baru lahir tidak keluar air mata dan keringat,1,1,0,0,0,0,55,Alasan Bayi Baru Lahir Tidak Mengeluarkan Air Mata dan Keringat
3872,curhatan omid nazar telah jadi korban lempar bu persib,1,1,0,0,0,0,54,Curhatan Omid Nazari Setelah Menjadi Korban Pelemparan Bus Persib 
3873,dampak kabut asap puluh ribu warga kalsel serang ispa puskesma minta buka jam,1,0,0,0,0,0,77,"Dampak Kabut Asap, Puluhan Ribu Warga Kalsel Terserang ISPA, Puskesmas Diminta Buka 24 Jam"
3874,final vietnam open dellarizki pasti gelar juara,1,0,0,0,0,0,47,"Final Vietnam Open 2019, Della/Rizki Pastikan Gelar Juara"
3875,noah rela terombangamb di laut demi garap album baru,1,0,0,0,0,0,52,NOAH Rela Terombang-ambing di Laut demi Garap Album Baru
3876,ga amonia bocor dari pabrik es warga hambur lari ke pantai,1,0,0,0,0,0,58,"Gas Amonia Bocor dari Pabrik Es, Warga Berhamburan Lari ke Pantai"
3877,fakta kini celaka di tol jagorawi tewa lukaluka,1,0,0,0,0,0,47,"Fakta Terkini Kecelakaan di Tol Jagorawi, 3 Tewas, 6 Luka-luka"
3878,udara sangat tidak sehat libur sekolah di pontianak panjang hingga selasa,1,0,0,0,0,0,73,"Udara Sangat Tidak Sehat, Libur Sekolah di Pontianak Diperpanjang hingga Selasa"
3879,anita wahid jalan ini bawa hancur demokrasi,1,0,0,0,0,0,43,Anita Wahid: Jalan Ini Membawa Kehancuran Demokrasi
3880,maju transportasi menhub minta pemda kolaborasi,1,0,0,0,0,0,47,"Majukan Transportasi, Menhub Minta Pemda Berkolaborasi"
3881,cakup obat hivaid indonesia buruk di asia pasifik,1,0,0,0,0,0,49,Cakupan Pengobatan HIV-AIDS Indonesia Terburuk di Asia Pasifik
3882,cukup jalan kaki dari stasiun bogor tempat wisata murah di bogor,1,1,0,0,0,0,64,"Cukup Jalan Kaki dari Stasiun Bogor, 5 Tempat Wisata Murah di Bogor"
3883,lagi polisi nyangkut di kap mobil yang coba kabur saat mau tilang,1,0,0,0,0,0,65,"Lagi, Polisi Nyangkut di Kap Mobil yang Coba Kabur saat Mau Ditilang"
3884,makam habibi jadi rebut selfi keluarga tidak masalah,1,0,0,0,0,0,52,"Makam Habibie Jadi Rebutan Selfie, Keluarga: Tidak Masalah"
3885,mahfud md presiden perlu panggil pimpin kpk untuk diskusi,1,0,0,0,0,0,57,Mahfud MD: Presiden Perlu Panggil Pimpinan KPK untuk Diskusi
3886,kritik bagi pimpin kpk yang tak lagi irama,1,1,0,0,0,0,42,Kritik Bagi Pimpinan KPK yang Tak Lagi Seirama...
3887,sigra jadi andal daihatsu buat beli borong,1,0,0,0,0,0,42,Sigra Jadi Andalan Daihatsu buat Pembelian Borongan
3888,mekanism daur ulang sampah elektronik yang perlu anda tahu,1,0,0,0,0,0,58,Mekanisme Daur Ulang Sampah Elektronik yang Perlu Anda Ketahui
3889,kabut asap makin tebal dina sehat wajib warga kena masker saat keluar rumah,1,0,0,0,0,0,75,"Kabut Asap Semakin Tebal, Dinas Kesehatan Wajibkan Warga Kenakan Masker Saat Keluar Rumah"
3890,persija vs psi gol simic dan rohit chand menang macan mayor,1,0,0,0,0,0,59,"Persija Vs PSIS, Gol Simic dan Rohit Chand Menangkan Macan Kemayoran"
3891,lampard pua dengan performa main akademi chelsea saat lawan wolv,1,0,0,0,0,0,64,Lampard Puas dengan Performa Pemain Akademi Chelsea Saat Lawan Wolves
3892,persipura vs sela gol titu bonai menang mutiara hitam,1,0,0,0,0,0,53,"Persipura Vs Persela, 2 Gol Titus Bonai Menangkan Mutiara Hitam"
3893,ini identita mayat perempuan yang temu di irigasi,1,1,0,0,0,0,49,Ini Identitas Mayat Perempuan yang Ditemukan di Irigasi
3894,insiden lempar bu persib pihak ps tira persikabo minta maaf,1,0,0,0,0,0,59,"Insiden Pelemparan Bus Persib, Pihak PS Tira Persikabo Minta Maaf"
3895,orang anak duga tewa karena racun pmta dink dki evaluasi sop siap makan,1,0,0,0,0,0,71,"Seorang Anak Diduga Tewas karena Keracunan PM-TAS, Dinkes DKI Evaluasi SOP Penyiapan Makanan"
3896,ani masyarakat betawi di luar haru jadi tamu pesona,1,0,0,0,0,0,51,Anies: Masyarakat Betawi di Luar Harus Jadi Tamu Memesona...
3897,norwich vs man cit rekor teemu pukki lanjut usai tim menang,1,0,0,0,0,0,59,"Norwich Vs Man City, Rekor Teemu Pukki Berlanjut Usai Timnya Menang"
3898,pico derma awat kulit baru demi atas masalah kulit wajah,1,0,0,0,0,0,56,"Pico Derma, Perawatan Kulit Terbaru demi Atasi Masalah Kulit Wajah"
3899,pgi masalah papua haru jadi ajar bagi perintah,1,0,0,0,0,0,46,PGI: Masalah Papua Harus Jadi Pelajaran Bagi Pemerintah
3900,korban celaka tunggal di tol jagorawi hendak ke gereja,1,0,0,0,0,0,54,9 Korban Kecelakaan Tunggal di Tol Jagorawi Hendak ke Gereja
3901,wajah tutup kain michael schumach jalan awat di pari,1,0,0,0,0,0,52,"Wajah Ditutupi Kain, Michael Schumacher Jalani Perawatan di Paris"
3902,susun main dan link live stream indonesia vs thailand,1,0,0,0,0,0,53,Susunan Pemain dan Link Live Streaming Indonesia Vs Thailand
3903,kemendag musnah main anak hingga raket nyamuk dari importir ileg,1,0,0,0,0,0,64,Kemendag Musnahkan Mainan Anak hingga Raket Nyamuk dari Importir Ilegal
3904,rumah sakit tangan korban celaka maut tol jagorawi,1,0,0,0,0,0,50,3 Rumah Sakit Tangani Korban Kecelakaan Maut Tol Jagorawi
3905,bocor harga toyota calya facelift naik rp juta,1,1,0,0,0,0,46,"Bocoran Harga Toyota Calya Facelift, Naik Rp 3 Jutaan"
3906,film cek toko belah akan putar di bioskopbioskop china,1,0,0,0,0,0,54,Film Cek Toko Sebelah Akan Diputar di Bioskop-bioskop China
3907,tahun kpk selidik kasu mafia miga temu usaha cangkang hingga tax haven countri,1,0,0,0,0,0,78,"5 Tahun KPK Selidiki Kasus Mafia Migas, Temukan Perusahaan Cangkang hingga Tax Haven Countries"
3908,cerita eko driver gofood kayuh sepeda di bekas rajin ngalong dan langgan bintang,1,1,0,0,0,0,80,"Cerita Eko Driver Go-Food Pengayuh Sepeda di Bekasi, Rajin Ngalong dan Langganan Bintang 5"
3909,media rusia ungkap identita matamata yang selamat oleh as,1,0,0,0,0,0,57,Media Rusia Ungkap Identitas Mata-mata yang Diselamatkan oleh AS
3910,kemnak turun anggur lalu giat job fair,1,0,0,0,0,0,38,Kemnaker: Menurunkan Pengangguran Melalui Kegiatan Job Fair
3911,indonesia vs thailand alas suport tamu tak takut ke jakarta,1,1,0,0,0,0,59,"Indonesia Vs Thailand, Alasan Suporter Tamu Tak Takut ke Jakarta"
3912,tol purbaleunyi kembali normal pasca evakuasi korban celaka,1,0,0,0,0,0,59,Tol Purbaleunyi Kembali Normal Pasca Evakuasi Korban Kecelakaan
3913,geram hoak bj habibi meningg melani subono kutuk kalian,1,0,0,0,0,0,55,"Geram Hoaks BJ Habibie Meninggal, Melanie Subono: Terkutuklah Kalian"
3914,anak bj habibi bapak lupa usia jelang aktivitas banyak kurang istirahat,1,0,0,0,0,0,71,"Anak BJ Habibie: Bapak Lupa Usianya Jelang 84, Aktivitasnya Banyak, Kurang Istirahat"
3915,kabut asap landa kenal gejala ispa yang intai anda,1,1,0,0,0,0,50,"Kabut Asap Melanda, Kenali Gejala ISPA yang Mengintai Anda"
3916,kpk geledah rumah belum tetap ek dirut petral sangka mafia miga,1,0,0,0,0,0,63,KPK Geledah 5 Rumah Sebelum Tetapkan Eks Dirut Petral Tersangka Mafia Migas
3917,bo cl knight rencana mundur dari manajemen klub,1,0,0,0,0,0,47,Bos CLS Knights Berencana Mundur dari Manajemen Klub
3918,turut googl ini tantang tumbuh startup di indonesia,1,1,0,0,0,0,51,"Menurut Google, Ini Tantangan Pertumbuhan Startup di Indonesia"
3919,ps tira vs persib jupe ambisi curi poin di kandang lawan,1,0,0,0,0,0,56,"PS Tira Vs Persib, Jupe Berambisi Curi Poin di Kandang Lawan"
3920,kapal perang angkat laut kanada lapor melinta di selat taiwan,1,0,0,0,0,0,61,Kapal Perang Angkatan Laut Kanada Dilaporkan Melintas di Selat Taiwan
3921,kenal cardiac arrest sebab tewas satu lari di bal marathon,1,1,0,0,0,0,58,"Kenali Cardiac Arrest, Penyebab Tewasnya Satu Pelari di Bali Marathon"
3922,foto hamil nyinyir netizen ini jawab shandi aulia,1,1,0,0,0,0,49,"Foto Kehamilannya Dinyinyiri Netizen, Ini Jawaban Shandy Aulia"
3923,stigma kusta panjang masa,1,1,0,0,0,0,25,Stigma Kusta Sepanjang Masa
3924,survei ungkap anak bungsu jadi favorit orangtua anak sulung favorit kakek nenek,1,0,0,0,0,0,79,"Survei Ungkap Anak Bungsu Jadi Favorit Orangtua, Anak Sulung Favorit Kakek - Nenek"
3925,badan lihat lebih gemuk ge pamungka baju saya yang kecil,1,0,0,0,0,0,56,"Badan Terlihat Lebih Gemuk, Ge Pamungkas: Baju Saya yang Mengecil"
3926,indef dorong ada insentif fiskal untuk produk tembakau alternatif,1,0,0,0,0,0,65,Indef Dorong Ada Insentif Fiskal untuk Produk Tembakau Alternatif
3927,kisah rohani nenek buta batang kara tinggal di gubuk tua untuk makan tunggu bela kasih warga,1,0,0,0,0,0,92,"Kisah Rohani, Nenek Buta Sebatang Kara: Tinggal di Gubuk Tua, untuk Makan Tunggu Belas Kasih Warga"
3928,nissan kasih garansi baterai leaf sampai tahun,1,0,0,0,0,0,46,Nissan Kasih Garansi Baterai Leaf Sampai 8 Tahun
3929,garagara hoak banyak gemar nct dream gigit jari di ancol,1,0,0,0,0,0,56,"Gara-gara Hoaks, Banyak Penggemar NCT Dream Gigit Jari di Ancol"
3930,depresi ricki bakar mobil sendiri di tempat buang sampah,1,0,0,0,0,0,56,"Depresi, Ricky Bakar Mobilnya Sendiri di Tempat Pembuangan Sampah"
3931,atlet jetski aqsa sutan aswar tang juara di amerika serikat,1,0,0,0,0,0,59,Atlet Jetski Aqsa Sutan Aswar Menangi Kejuaraan di Amerika Serikat
3932,melchia mar mekeng cegah pergi ke luar negeri,1,0,0,0,0,0,45,Melchias Markus Mekeng Dicegah Bepergian ke Luar Negeri
3933,tarra budiman tak masalah nama anak pakai orang lain,1,0,0,0,0,0,52,Tarra Budiman Tak Masalah Nama Anaknya Dipakai Orang Lain
3934,wapr sebut banyak jabat takut ambil putus karena tuding korupsi,1,0,0,0,0,0,63,Wapres Sebut Banyak Pejabat Takut Ambil Keputusan karena Tudingan Korupsi
3935,jaksa cecar petinggi rohd and schwarz soal ubah nilai po satelit monitor bakamla,1,0,0,0,0,0,80,Jaksa Cecar Petinggi Rohde and Schwarz soal Perubahan Nilai PO Satelit Monitoring Bakamla
3936,cerita keluarga tetangga di denpasar yang anggota keluarga lumpuh,1,1,0,0,0,0,65,Cerita 3 Keluarga Bertetangga di Denpasar yang Anggota Keluarganya Lumpuh
3937,impor indonesia dari china merosot tajam,1,1,0,0,0,0,40,Impor Indonesia dari China Merosot Tajam
3938,pemprov sumbar laku meta karhutla dengan drone,1,0,0,0,0,0,46,Pemprov Sumbar Lakukan Pemetaan Karhutla dengan Drone
3939,akhir helat so run to care ini jumlah donasi kumpul,1,1,0,0,0,0,51,"Akhir Perhelatan SOS Run To Care 2019, Ini Jumlah Donasi Terkumpul"
3940,jago masak nicki tirta jadi dekat dengan ibuibu,1,0,0,0,0,0,47,"Jago Memasak, Nicky Tirta Jadi Dekat dengan Ibu-ibu"
3941,inagurasi binu ikut lebih dari ribu mahasiswa baru,1,0,0,0,0,0,50,Inagurasi Binus Diikuti Lebih dari 12 Ribu Mahasiswa Baru
3942,tanam pale mati di dunia salah satu ada di indonesia,1,1,0,0,0,0,52,"5 Tanaman Paling Mematikan di Dunia, Salah Satunya Ada di Indonesia"
3943,beri uang untuk beli senjata habil marati sebut untuk penting bangsa dan negara,1,0,0,0,0,0,79,"Beri Uang untuk Beli Senjata, Habil Marati Sebut Untuk Kepentingan Bangsa dan Negara"
3944,walhi korporasi enggan tanggung jawab ata karhutla karena tiru perintah,1,0,0,0,0,0,71,Walhi: Korporasi Enggan Bertanggung Jawab atas Karhutla karena Tiru Pemerintah
3945,hal ini batas pkl jual di trotoar,1,1,0,0,0,0,33,6 Hal Ini Batasi PKL Berjualan di Trotoar
3946,bp ingat persepsi antikorupsi masyakarat indonesia turun,1,0,0,0,0,0,56,BPS Ingatkan Persepsi Anti-Korupsi Masyakarat Indonesia Menurun
3947,kondisi udara makin buruk sekolah di dharmasraya libur hari,1,0,0,0,0,0,59,"Kondisi Udara Semakin Memburuk, Sekolah di Dharmasraya Diliburkan 3 Hari"
3948,legenda sepak bola dukung simon mcmenemi tetap latih timna,1,0,0,0,0,0,58,2 Legenda Sepak Bola Dukung Simon McMenemy Tetap Latih Timnas
3949,tak mau periksa kendara kabur dengan polisi gelayut di kap mobil,1,0,0,0,0,0,64,"Tak Mau Diperiksa, Pengendara Kabur dengan Polisi Bergelayut di Kap Mobil"
3950,mahasiswa dpr fasi antidemokrasi,1,1,0,0,0,0,32,"Mahasiswa: DPR Fasis, Anti-demokrasi!"
3951,joko anwar pasti cinta laura tak peran siti gahara,1,0,0,0,0,0,50,Joko Anwar Pastikan Cinta Laura Tak Perankan Siti Gahara
3952,hiu pau jebak hari di kanal pltu paiton kondisi lukaluka,1,0,0,0,0,0,56,"Hiu Paus Terjebak 4 Hari di Kanal PLTU Paiton, Kondisinya Luka-luka"
3953,impor bahan baku farmasi target turun persen di,1,0,0,0,0,0,47,Impor Bahan Baku Farmasi Ditargetkan Turun 15 Persen di 2021
3954,makan hoak ribu masyarakat yahukimo gelar demo,1,0,0,0,0,0,46,"Termakan Hoaks, Ribuan Masyarakat Yahukimo Gelar Demo"
3955,minimal dampak buruk bakar hutan di riau dompet dhuafa bagi masker,1,0,0,0,0,0,66,"Minimalkan Dampak Buruk Kebakaran Hutan di Riau, Dompet Dhuafa Bagikan Masker"
3956,beli kapal pelita samudera ship terbit saham baru,1,0,0,0,0,0,49,"Beli Kapal, Pelita Samudera Shipping Terbitkan Saham Baru"
3957,perkosa siswi sd pria tahun tangkap,1,0,0,0,0,0,35,"Perkosa Siswi SD, Pria 61 Tahun Ditangkap "
3958,pidana kasu korupsi fuad amin meningg kena serang jantung,1,0,0,0,0,0,57,Terpidana Kasus Korupsi Fuad Amin Meninggal Kena Serangan Jantung
3959,hingga akhir tahun lp prediksi tumbuh kredit capai persen,1,0,0,0,0,0,57,"Hingga Akhir Tahun, LPS Prediksi Pertumbuhan Kredit Capai 11,7 Persen"
3960,temu ani fraksi pan baha payung hukum paud hingga stadion untuk persija,1,0,0,0,0,0,71,"Bertemu Anies, Fraksi PAN Bahas Payung Hukum PAUD hingga Stadion untuk Persija"
3961,wali kota jakarta timur sebut trotoar di median jalan kalimalang perlu kaji,1,0,0,0,0,0,75,Wali Kota Jakarta Timur Sebut Trotoar di Median Jalan Kalimalang Perlu Dikaji
3962,begini cara ucap yang benar nama main di liga champion,1,1,0,0,0,0,54,Begini Cara Pengucapan yang Benar Nama Pemain di Liga Champions
3963,hotel dan fasilita lain di termin bandara soekarno hatta,1,0,0,0,0,0,56,Hotel dan Fasilitas Lainnya di Terminal 2 Bandara Soekarno Hatta
3964,mahasiswa pariwisata ini kiat suks di industri hospit,1,1,0,0,0,0,53,"Mahasiswa Pariwisata, Ini 6 Kiat Sukses di Industri ""Hospitality"""
3965,korban celaka maut tol jagorawi rawat intensif polisi belum tetap sangka,1,0,0,0,0,0,72,"Korban Kecelakaan Maut Tol Jagorawi Dirawat Intensif, Polisi Belum Tetapkan Tersangka"
3966,siswa pukul teman di sdn pekayon jaya tidak skor,1,0,0,0,0,0,48,Siswa Pemukul Temannya di SDN Pekayon Jaya 3 Tidak Diskors
3967,tabung tahun andr taulani akhir sampai beli moge,1,0,0,0,0,0,48,"Menabung 25 Tahun, Andre Taulany Akhirnya Kesampaian Beli Moge"
3968,dari luar stadion suport thailand nyanyi yelyel dukung untuk timnasnya,1,0,0,0,0,0,70,"Dari Luar Stadion, Suporter Thailand Nyanyikan Yel-yel Dukungan untuk Timnasnya"
3969,mulai jabat kemenhub akan guna mobil listrik,1,0,0,0,0,0,44,"Mulai 2020, Pejabat Kemenhub Akan Gunakan Mobil Listrik"
3970,ini beda yukata dengan kimono,1,1,0,0,0,0,29,Ini Bedanya Yukata dengan Kimono
3971,rugi bank bumn rp miliar bobol bank ini tangkap polisi,1,0,0,0,0,0,54,"Rugikan Bank BUMN Rp 1,3 Miliar, 2 Pembobol Bank Ini Ditangkap Polisi"
3972,ribu mobil mewah dan moge di jakarta tunggak pajak,1,0,0,0,0,0,50,Ribuan Mobil Mewah dan Moge di Jakarta Menunggak Pajak
3973,indonesia vs thailand babak pertama masih tanpa gol,1,0,0,0,0,0,51,"Indonesia Vs Thailand, Babak Pertama Masih Tanpa Gol"
3974,polisi sebut tidak ada serta aksi unjuk rasa di kpk yang aman,1,0,0,0,0,0,61,Polisi Sebut Tidak Ada Peserta Aksi Unjuk Rasa di KPK yang Diamankan 
3975,kuat kompetensi komputasi mikrotikapjii gelar olimpiad jaring smk,1,0,0,0,0,0,65,"Perkuat Kompetensi Komputasi, Mikrotik-APJII Gelar Olimpiade Jaringan SMK"
3976,kpk sebut transaksi kasu mafia miga banyak laku di luar negeri,1,0,0,0,0,0,62,KPK Sebut Transaksi Kasus Mafia Migas Banyak Dilakukan di Luar Negeri
3977,wapr kalla jenguk habibi menit,1,0,0,0,0,0,30,Wapres Kalla Jenguk Habibie 5 Menit 
3978,polri sebut total sangka karhutla di sumatera dan kalimantan orang,1,0,0,0,0,0,66,Polri Sebut Total Tersangka Karhutla di Sumatera dan Kalimantan 175 Orang
3979,kawan monyet liar di jalan pantai indah kapuk,1,0,0,0,0,0,45,Kawanan Monyet Berkeliaran di Jalanan Pantai Indah Kapuk
3980,tampil apik de bruyn sebut gelandang baik di dunia,1,0,0,0,0,0,50,"Tampil Apik, De Bruyne Disebut Gelandang Terbaik di Dunia"
3981,sebab impotensi pada pria derita abet,1,1,0,0,0,0,37,Penyebab Impotensi pada Pria Penderita Diabetes
3982,gubernur malu murad ismail tidak ingin ada ott kpk di malu,1,0,0,0,0,0,58,Gubernur Maluku Murad Ismail Tidak Ingin Ada OTT KPK di Maluku
3983,di hadap pbb pakistan ingat ancam genosida di kashmir,1,0,0,0,0,0,53,"Di Hadapan PBB, Pakistan Peringatkan Ancaman Genosida di Kashmir"
3984,shandi aulia tinggal unfollow kalau enggak suka ya jangan lihat,1,0,0,0,0,0,63,"Shandy Aulia: Tinggal Unfollow, Kalau Enggak Suka, Ya Jangan Dilihat"
3985,cerita komika kiki saputri pernah gagal tampil di hadap presiden jokowi,1,1,0,0,0,0,71,"Cerita Komika Kiky Saputri, Pernah Gagal Tampil di Hadapan Presiden Jokowi"
3986,awa olahraga lebih justru risiko sakit jantung,1,0,0,0,0,0,46,"Awas, Olahraga Berlebihan Justru Berisiko Sakit Jantung"
3987,soal hukum main nakal baya tiru bundesliga,1,0,0,0,0,0,42,"Soal Menghukum Pemain ""Nakal"", Persebaya Tiru Bundesliga "
3988,polisi dalam transaksi uang dari reken veronica koman,1,0,0,0,0,0,53,Polisi Dalami Transaksi Keuangan dari Rekening Veronica Koman
3989,demokrat siap bangun museum dan galeri presiden sbi,1,0,0,0,0,0,51,Demokrat Siap Bangun Museum dan Galeri Presiden SBY
3990,mrp sayang tak libat dalam temu presiden dengan tokoh papua,1,0,0,0,0,0,59,MRP Sayangkan Tak Dilibatkan dalam Pertemuan Presiden dengan Tokoh Papua
3991,jangan cobacoba palsu pelat kendara lama ganjil genap polisi tahu beda,1,1,0,0,0,0,70,"Jangan Coba-coba Palsukan Pelat Kendaraan Selama Ganjil Genap, Polisi Tahu Bedanya..."
3992,alas sehat dan umur kivlan zen aju tangguh tahan,1,1,0,0,0,0,48,"Alasan Kesehatan dan Umur, Kivlan Zen Ajukan Penangguhan Penahanan"
3993,indonesia vs thailand tanpa gol malaysia vs uea langsung sengit,1,0,0,0,0,0,63,"Indonesia Vs Thailand Tanpa Gol, Malaysia Vs UEA Berlangsung Sengit"
