,Unnamed: 0,title,category,has_exclamation,has_question,has_number,num_count,mark_count,original_title,label_score
414,414,demo mahasiswapelajar ricuh massa lempar batu ke gedung dprd sulsel,Berita_indonesia,0,0,0,0,1,"Demo Mahasiswa-Pelajar Ricuh, Massa Lempar Batu ke Gedung DPRD Sulsel",0
7468,7468,komentar perut rosa meldianti lucinta luna keponakan dewi perssik adu dapat soal wanita seksi,Hiburan_&_Selebriti,0,0,0,0,1,"Komentari Perut Rosa Meldianti, Lucinta Luna & Keponakan Dewi Perssik Adu Pendapat Soal Wanita Seksi",1
8174,8174,nikita mirzani bangga tak perlu jadi cabecabean asyik hitung uang sawer nyanyi di klub malam,Hiburan_&_Selebriti,0,0,0,0,1,"Nikita Mirzani Bangga Tak Perlu Jadi Cabe-Cabean, Asyik Hitung Uang Saweran Nyanyi di Klub Malam",1
7434,7434,hotman pari korek aku bebbi fey soal leceh youtub hingga seret atta halilintar,Hiburan_&_Selebriti,0,0,0,0,0,Hotman Paris Mengorek Pengakuan Bebby Fey Soal Dilecehkan YouTuber Hingga Seret Atta Halilintar,1
821,821,jumlah siswa smk di surabaya rela jalan km untuk demo di dprd jatim,Berita_indonesia,0,0,1,1,0,Sejumlah Siswa SMK di Surabaya Rela Jalan 6 Km untuk Demo di DPRD Jatim,0
7016,7016,ambil formulir pilkada tangsel dari pdip siti nur azizah sudah izin maruf amin,Regional_&_Daerah,0,0,0,0,1,"Ambil Formulir Pilkada Tangsel dari PDI-P, Siti Nur Azizah Sudah Izin Ma'ruf Amin",0
1511,1511,idola dengan rahang tajam iri hati kai exo sampai bobbi ikon,Hiburan_&_Selebriti,0,0,1,2,1,"10 Idola dengan Rahang Tajam 'Mengiris Hati', Kai EXO Sampai Bobby iKON",1
4521,4521,tembak christchurch penasaran jumlah jamaah yang tembak,Berita_indonesia,0,0,0,0,0,Penembak Christchurch Penasaran Jumlah Jamaah yang Ditembak,0
4141,4141,visa progressif umrah kurang dari riyal ke riyal,Agama,0,0,1,7,0,Visa Progressif Umrah Berkurang Dari 2000 Riyal ke 300 Riyal,0
8374,8374,olla ramlan ingat soal ganggu jiwa ringan akibat medso barbi kumalasari malah ramai sebut,Hiburan_&_Selebriti,0,0,0,0,1,"Olla Ramlan Ingatkan Soal Gangguan Jiwa Ringan Akibat Medsos, Barbie Kumalasari Malah Ramai Disebut",1
4065,4065,israel tude iran kembang senjata nuklir,Berita_indonesia,0,0,0,0,0,Israel Tuding Iran Kembangkan Senjata Nuklir,0
4235,4235,thareq habibi titip doa untuk ayah,Berita_indonesia,0,0,0,0,0,Thareq Habibie Titip Doa untuk Ayahnya,0
387,387,pemprov jambi banyak buka lahan bakar sadar haru tingkat,Berita_indonesia,0,0,0,0,1,"Pemprov Jambi: Banyak Buka Lahan Dibakar, Kesadaran Harus Ditingkatkan",0
3917,3917,desa rohingya di myanmar hancur untuk gedung perintah,Berita_indonesia,0,0,0,0,0,Desa Rohingya di Myanmar Dihancurkan untuk Gedung Pemerintah,0
1523,1523,nama anak tiru fan franda bayi tak panta pakai nama itu,Hiburan_&_Selebriti,1,0,0,0,2,"Nama Anak Ditiru Fans, Franda: Bayimu Tak Pantas Pakai Nama Itu!",1
6911,6911,timna u ikut kualifikasi piala afc u ini harga tiket,Olahraga,0,0,1,4,0,Timnas U-16 Ikuti Kualifikasi Piala AFC U-16: Ini Harga Tiketnya,1
7861,7861,warga as dukung penuh upaya copot donald trump,Berita_indonesia,0,0,0,0,0,Warga AS Dukung Penuh Upaya Pencopotan Donald Trump,0
1255,1255,sinopsi drama still episod akhir kisah yang se jong dan shin hye sun,Hiburan_&_Selebriti,0,0,1,4,1,"Sinopsis Drama STILL 17 Episode 32, Akhir Kisah Yang Se Jong dan Shin Hye Sun",0
309,309,keluarga akan batas kunjung tamu jenguk bj habibi,Berita_indonesia,0,0,0,0,0,Keluarga Akan Batasi Kunjungan Tamu Jenguk BJ Habibie,0
6591,6591,ptdi bakal murni hak produksi pesawat rancang bj habibi,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,PTDI Bakal Murnikan Hak Produksi Pesawat Rancangan BJ Habibie,0
3069,3069,makan kha keraton yogyakarta yang legendari,Gaya_Hidup_&_Kesehatan,0,0,1,1,0,5 Makanan Khas Keraton Yogyakarta yang Legendaris,1
2233,2233,tki asal indramayu yang hilang kontak tahun di qatar temu,Berita_indonesia,0,0,1,2,0,TKI Asal Indramayu yang Hilang Kontak 13 Tahun di Qatar Ditemukan,0
2028,2028,bowo sidik selalu minta orang percaya catat terima fee dari pt htk,Berita_indonesia,0,0,0,0,0,Bowo Sidik Selalu Minta Orang Kepercayaannya Catat Penerimaan Fee dari PT HTK,0
2105,2105,ancam dengan nilai ajar pesantren cabul murid,Berita_indonesia,0,0,1,1,1,"Ancam dengan Nilai, Pengajar Pesantren Cabuli 3 Muridnya",0
3950,3950,habibi isu meningg adik itu ulah orang iseng,Berita_indonesia,0,0,0,0,1,"Habibie Diisukan Meninggal, Adik: Itu Ulah Orang Iseng",0
1198,1198,check up hasil usg nikita mirzani syukur bayi sehat,Hiburan_&_Selebriti,0,0,0,0,1,"Check Up Hasil USG, Nikita Mirzani Bersyukur Bayinya Sehat",0
626,626,polisi periksa guru bk siswi kait temu janin dalam kela di sulbar,Berita_indonesia,0,0,1,1,0,Polisi Periksa Guru BK-5 Siswi Terkait Penemuan Janin dalam Kelas di Sulbar,0
6233,6233,lelang stadion bmw soal jakpro sudah sesuai prosedur,Regional_&_Daerah,0,0,0,0,1,"Lelang Stadion BMW Dipersoalkan, Jakpro: Sudah Sesuai Prosedur",0
5424,5424,ruu kuhp tunda ketua dpr harap bisa turun tensi politik,Berita_indonesia,0,0,0,0,1,"RUU KUHP Ditunda, Ketua DPR Berharap Bisa Turunkan Tensi Politik",0
5954,5954,anggota baru dprd dki bas absen rapat paripurna pertama,Regional_&_Daerah,0,0,0,0,1,"Anggota Baru DPRD DKI, Belasan Absen Rapat Paripurna Pertama",0
884,884,resep buntil daun pepaya gurih sedap,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Resep Buntil Daun Pepaya Gurih Sedap,0
1971,1971,mitsubishi pajero sport dan triton teman jalan daki meru,Teknologi_&_Sains,0,0,0,0,0,Mitsubishi Pajero Sport dan Triton Temani Perjalanan Mendaki Semeru,0
6786,6786,luas ganjil genap ani tumpang angkut umum juta,Regional_&_Daerah,0,0,1,1,1,"Perluasan Ganjil Genap, Anies: Penumpang Angkutan Umum 1 Juta",0
989,989,irish bella alami darah di usia kandung bulan ini sebab,Berita_indonesia,0,0,1,1,1,"Irish Bella Alami Pendarahan di Usia Kandungan 6 Bulan, Ini Penyebabnya",1
2857,2857,jadwal mu vs leicest cit di liga inggri siar langsung televisi,Olahraga,0,0,0,0,1,"Jadwal MU vs Leicester City di Liga Inggris, Siaran Langsung Televisi",0
3419,3419,alami kdrt tiga setia gara pernah mesra ini dengan suami,Gaya_Hidup_&_Kesehatan,0,0,0,0,1,"Alami KDRT, Tiga Setia Gara Pernah Semesra Ini dengan Suami",1
2469,2469,kabar bj habibi meningg pasti hoak,Berita_indonesia,0,0,0,0,0,Kabar BJ Habibie Meninggal Dipastikan Hoaks,0
4270,4270,dpr respon perintah hanya sepakat bagi revisi uu kpk,Berita_indonesia,0,0,0,0,0,DPR Respons Pemerintah Hanya Sepakat Sebagian Revisi UU KPK,0
6383,6383,appi biaya indonesia timur tumbuh dorong produksi nikel,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,APPI: Pembiayaan Indonesia Timur Tumbuh Didorong Produksi Nikel,0
7892,7892,chanyeol exo tuai kritik peda usai promosi lagu baru zico,Hiburan_&_Selebriti,0,0,0,0,0,Chanyeol EXO Tuai Kritikan Pedas Usai Promosikan Lagu Baru Zico,1
3517,3517,ibukota prediksi milik cuaca cerah awan panjang hari,Berita_indonesia,0,0,0,0,0,Ibukota Diprediksi Miliki Cuaca Cerah Berawan Sepanjang Hari,0
1864,1864,kadishub dki langgar di hari pertama ganjil genap relatif sedikit,Berita_indonesia,0,0,0,0,0,Kadishub DKI: Pelanggar di Hari Pertama Ganjil Genap Relatif Sedikit,0
2403,2403,kemendagri yakin omnibu law tak akan geru dapat daerah,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Kemendagri Yakin Omnibus Law Tak Akan Gerus Pendapatan Daerah,0
7133,7133,ikut minta tokoh papua pada jokowi saat temu di istana negara jakarta,Berita_indonesia,0,0,1,1,0,Berikut 9 Permintaan Tokoh Papua pada Jokowi saat Bertemu di Istana Negara Jakarta,1
4404,4404,abba ancam akhir janji jika israel caplok tepi barat,Berita_indonesia,0,0,0,0,0,Abbas Ancam Akhiri Perjanjian Jika Israel Caplok Tepi Barat,0
8352,8352,fan desak agar sm ent lebih perhati nct usai ungkap bakal debut grup baru,Hiburan_&_Selebriti,0,0,0,0,0,Fans Desak Agar SM Ent Lebih Perhatikan NCT Usai Ungkap Bakal Debutkan Grup Baru,1
4485,4485,indodana incar biaya produktif,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Indodana Incar Pembiayaan Produktif,0
278,278,garbi akan jadi partai gelora fahri hamzah ikut gabung,Berita_indonesia,0,0,0,0,1,"Garbi Akan Jadi Partai Gelora, Fahri Hamzah Ikut Bergabung",0
8245,8245,ilir tanggap soal lagu entah apa yang rasuk jadi viral aku job makin tambah,Hiburan_&_Selebriti,0,0,1,1,1,"Ilir7 Tanggapi Soal Lagu 'Entah Apa Yang Merasukimu' Jadi Viral, Akui Job Makin Bertambah",1
1472,1472,tahun rantau di jakarta akan fendi chow penuh harap sang ibu,Hiburan_&_Selebriti,0,1,1,1,2,"5 Tahun Merantau di Jakarta, Akankah Fendy Chow Memenuhi Harapan Sang Ibu?",1
7257,7257,batal ke ac mil begini nasib angel correa kini di atletico madrid,Hiburan_&_Selebriti,0,0,0,0,1,"Batal ke AC Milan, Begini Nasib Angel Correa Terkini di Atletico Madrid",1
7264,7264,aulia kesuma lihat tenang saat aga adegan bakar mobil isi mayat suami dan anak tiri,Regional_&_Daerah,0,0,0,0,0,Aulia Kesuma Terlihat Tenang saat Peragakan Adegan Bakar Mobil Berisi Mayat Suami dan Anak Tiri,1
4332,4332,habibi kenal iptek pada rakyat indonesia yang agrari,Berita_indonesia,0,0,0,0,0,Habibie Kenalkan Iptek pada Rakyat Indonesia yang Agraris,0
403,403,mahasiswa unjani tangkap di jakarta demonstran turun ke jalan,Berita_indonesia,0,0,1,1,1,"6 Mahasiswa Unjani Ditangkap di Jakarta, Demonstran Turun ke Jalan",0
139,139,oso soal revisi uu kpk tentu kita tidak akan lemah,Berita_indonesia,0,0,0,0,0,OSO soal Revisi UU KPK: Tentunya Kita Tidak akan Melemahkan,0
1353,1353,sinopsi sinetron anak langit tayang senin mei,Hiburan_&_Selebriti,0,0,1,5,1,"Sinopsis Sinetron 'ANAK LANGIT' Tayang Senin, 6 Mei 2019",0
419,419,praperadilan bupati kudu ahli papar erti tangkap tangan,Berita_indonesia,0,0,0,0,1,"Praperadilan Bupati Kudus, Ahli Paparkan Pengertian Tangkap Tangan",0
176,176,john chardon bukti salah ata mati istri novi,Berita_indonesia,0,0,0,0,0,John Chardon Terbukti Bersalah Atas Kematian Istrinya Novy,0
1398,1398,sinopsi sinetron cinta buta episod tayang mei,Hiburan_&_Selebriti,0,0,1,9,1,"Sinopsis Sinetron CINTA BUTA Episode 126, Tayang 16 Mei 2019",0
1294,1294,kolaborasi idol kpop yang nagih banget,Hiburan_&_Selebriti,1,0,1,2,1,10 Kolaborasi Idol K-Pop yang Nagih Banget!,1
5987,5987,pt geo dipa energi kantong pmn rp miliar,"Keuangan,Ekonomi_&_Bisnis",0,0,1,3,0,PT Geo Dipa Energi Kantongi PMN Rp 700 Miliar,0
6279,6279,air kelapa kaya nutrisi untuk ibu hamil rasa manfaat,Gaya_Hidup_&_Kesehatan,0,0,1,1,1,"Air Kelapa Kaya Nutrisi untuk Ibu Hamil, Rasakan 9 Manfaatnya",1
7934,7934,atta halilintar pamit dari televisi garagara skandal dengan bebbi fey,Hiburan_&_Selebriti,0,1,0,0,2,"Atta Halilintar Pamitan dari Televisi, Gara-Gara Skandal dengan Bebby Fey?",1
8423,8423,meghan markl akhir tunjuk wajah ganteng archi di royal tour bak jiplak pangeran harri,Hiburan_&_Selebriti,0,0,0,0,1,"Meghan Markle Akhirnya Tunjukkan Wajah Ganteng Archie di Royal Tour, Bak Jiplakan Pangeran Harry",1
3442,3442,putu cinta dengan sang kasih pesepakbola inggri ini pilih bunuh diri,Olahraga,0,0,0,0,1,"Putus Cinta dengan sang Kekasih, Pesepakbola Inggris Ini Pilih Bunuh Diri",1
1112,1112,usai brand new music kini starship entertain yang keluh privasi traine,Hiburan_&_Selebriti,0,0,0,0,1,"Usai Brand New Music, Kini Starship Entertainment yang Keluhkan Privasi Trainee",0
104,104,pek lantik anggota dprd jabar gadai sk ke bank,Berita_indonesia,0,0,0,0,1,"Sepekan Dilantik, Anggota DPRD Jabar Gadai SK ke Bank",0
4584,4584,btpn turun bi rate positif turun beban bunga,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,BTPN: Penurunan BI Rate Positif Turunkan Beban Bunga,0
3331,3331,wifi allianc rili program sertifikasi perangkat wifi,Teknologi_&_Sains,0,0,1,1,0,Wi-Fi Alliance Rilis Program Sertifikasi Perangkat Wi-Fi 6,0
34,34,rampok bersebo tembak warga hingga tewa di sumsel,Berita_indonesia,0,0,1,1,0,6 Perampok Bersebo Tembak Warga hingga Tewas di Sumsel,0
4819,4819,indodana yakin salur pinjam rp triliun mau,"Keuangan,Ekonomi_&_Bisnis",0,1,1,1,2,"Indodana Yakin Salurkan Pinjaman Rp1 Triliun, Mau?",1
7806,7806,pesta salju buat di gangnam untuk ulang tahun jimin bt tuai pro kontra,Hiburan_&_Selebriti,0,0,0,0,0,Pesta Salju Buatan di Gangnam untuk Ulang Tahun Jimin BTS Tuai Pro Kontra,1
1458,1458,kim go eun resmi main drama bareng lee min ho netizen korea kecewa,Hiburan_&_Selebriti,0,0,0,0,1,"Kim Go Eun Resmi Main Drama Bareng Lee Min Ho, Netizen Korea Kecewa",0
4139,4139,depay cetak gol di tampil ke sama belanda,Olahraga,0,0,1,2,0,Depay Cetak Gol di Penampilan ke-50 Bersama Belanda,0
2158,2158,bunga langka rafflesia patma koleksi kebun raya bogor kembali mekar,Berita_indonesia,0,0,0,0,0,Bunga Langka Rafflesia Patma Koleksi Kebun Raya Bogor Kembali Mekar,0
7102,7102,wanita banyuasin ini lahir bayi kembar cara normal,Regional_&_Daerah,0,0,1,1,0,Wanita Banyuasin Ini Melahirkan 4 Bayi Kembar Secara Normal,1
6210,6210,preview liga bal unit waspada main baru bhayangkara fc,Olahraga,0,0,1,1,0,Preview Liga 1: Bali United Waspadai Pemain Baru Bhayangkara FC,0
6930,6930,jadwal siar langsung liga inggri sabtu malam mu vs leicest,Olahraga,0,0,0,0,0,Jadwal Siaran Langsung Liga Inggris Sabtu Malam: MU Vs Leicester,0
969,969,zodiak minggu septemb zodiak ini akan alami karir baik,Gaya_Hidup_&_Kesehatan,0,0,1,5,1,"Zodiak Mingguan 16-22 September, 3 Zodiak Ini Akan Alami Karir Terbaik",1
310,310,bermod ganjil genap ani rang polusi tahap,Berita_indonesia,0,0,0,0,1,"Bermodal Ganjil Genap, Anies Perangi Polusi Bertahap",0
3881,3881,lama indonesia import ampa makan nila rp triliun,Berita_indonesia,0,0,1,7,2,"Selama 2019, Indonesia Import Ampas Makanan Senilai Rp16,1 Triliun",0
418,418,polda jateng akan dispos bahan ledak di tempat simpan,Berita_indonesia,0,0,1,1,0,Polda Jateng Akan Disposal Bahan Peledak di 5 Tempat Penyimpanan,0
755,755,mulan jameela ke dpr ri gerindra garut digeruduk dukung ervin,Berita_indonesia,0,0,0,0,1,"Mulan Jameela ke DPR RI, Gerindra Garut Digeruduk Pendukung Ervin",0
6439,6439,pupr tol layang jakartacikampek ii operasi novemb,"Keuangan,Ekonomi_&_Bisnis",0,0,1,4,0,PUPR: Tol Layang Jakarta-Cikampek II Beroperasi November 2019,0
7598,7598,justin bieber dan hailey baldwin akhir perdana pamer foto nikah,Hiburan_&_Selebriti,0,0,0,0,0,Justin Bieber dan Hailey Baldwin Akhirnya Perdana Pamer Foto Pernikahan,1
807,807,jokowi minta aparat di papua tahan diri karena rusuh manfaat sidang pbb,Berita_indonesia,0,0,0,0,0,Jokowi Minta Aparat di Papua Tahan Diri karena Perusuh Manfaatkan Sidang PBB,0
103,103,bulan lagi polrestab surabaya punya tempat parkir tingkat,Berita_indonesia,0,0,1,1,0,4 Bulan Lagi Polrestabes Surabaya Punya Tempat Parkir Bertingkat,0
3034,3034,mantan wali kota cimahi itoc tochija meningg dunia,Berita_indonesia,0,0,0,0,0,Mantan Wali Kota Cimahi Itoc Tochija Meninggal Dunia ,0
2048,2048,ganjar pranowo ingin esemka jadi mobil dina di seluruh pemprov jateng,Berita_indonesia,0,0,0,0,0,Ganjar Pranowo Ingin Esemka Jadi Mobil Dinas di Seluruh Pemprov Jateng,0
4243,4243,pln kami sudah beri kompensasi blackout rp m,"Keuangan,Ekonomi_&_Bisnis",0,0,1,3,0,PLN: Kami Sudah Memberikan Kompensasi Blackout Rp 800 M,0
2951,2951,idap sakit langka dokter ini laku teliti untuk sembuh diri sendiri,Gaya_Hidup_&_Kesehatan,0,0,0,0,1,"Mengidap Penyakit Langka, Dokter Ini Lakukan Penelitian untuk Sembuhkan Diri Sendiri",1
8025,8025,yuk kato tembak dima beck netter baper parah,Hiburan_&_Selebriti,0,0,0,0,1,"Yuki Kato 'Ditembak' Dimas Beck, Netter Baper Parah",1
2600,2600,cara cegah orang bunuh diri lewat medso,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Cara Cegah Orang Bunuh Diri Lewat Medsos,1
7497,7497,link live stream babak besar china open tommi sugiarto vs kento momota jadi buka laga,Olahraga,0,0,1,6,1,"Link Live Streaming Babak 16 Besar China Open 2019, Tommy Sugiarto vs Kento Momota Jadi Pembuka Laga",0
5865,5865,fasha daulat jadi ketua dewan nasehat dpd korp alumni knpi provinsi jambi,Regional_&_Daerah,0,0,0,0,0,Fasha Didaulat Jadi Ketua Dewan Penasehat DPD Korps Alumni KNPI Provinsi Jambi,0
7369,7369,zodiak ini cenderung tekan diri sendiri untuk capai tuju apakah kamu masuk,Gaya_Hidup_&_Kesehatan,0,1,1,1,2,"6 Zodiak Ini Cenderung Menekan Diri Sendiri untuk Mencapai Tujuan, Apakah Kamu Termasuk?",1
4781,4781,uni eropa ucap belasungkawa ata tinggal bj habibi,Berita_indonesia,0,0,0,0,0,Uni Eropa Ucapkan Belasungkawa Atas Meninggalnya BJ Habibie,0
5035,5035,tinju tidak kalah kuba ini lawan bahaya anthoni joshua,Olahraga,0,0,0,0,0,Petinju Tidak Terkalahkan Kuba Ini Lawan Berbahaya Anthony Joshua,1
6173,6173,presiden bank dunia tumbuh ekonomi global akan lebih lambat,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Presiden Bank Dunia: Pertumbuhan Ekonomi Global Akan Lebih Lambat,0
5900,5900,bank mandiri bidik salur kredit agrikultur rp m via crowd,"Keuangan,Ekonomi_&_Bisnis",0,0,1,3,0,Bank Mandiri Bidik Salurkan Kredit Agrikultur Rp 100 M Via Crowde,0
1118,1118,umum hubung dengan ashley benson telah satu tahun ini alas cara delevign,Hiburan_&_Selebriti,0,0,0,0,1,"Umumkan Hubungan dengan Ashley Benson Setelah Satu Tahun, Ini Alasan Cara Delevigne",1
7671,7671,asosiasi usaha upah buruh indonesia tinggi di asean tapi produktivita rendah,Berita_indonesia,0,0,0,0,0,Asosiasi Pengusaha: Upah Buruh Indonesia Tinggi di Asean Tapi Produktivitas Rendah,0
7940,7940,warganet tude polisi sebar hoak soal demo siswa stm begini tanggap polri,Berita_indonesia,0,0,0,0,1,"Warganet Tuding Polisi Sebar Hoaks Soal Demo Siswa STM, Begini Tanggapan Polri",1
775,775,ribu mahasiswa ciayumakun demo tolak uu kpk baru dan rkuhp,Berita_indonesia,0,0,0,0,0,Ribuan Mahasiswa Ciayumakuning Demo Tolak UU KPK Baru dan RKUHP,0
7896,7896,nayeon twice bikin pangl rambut pirang ini komentar yeri red velvet,Hiburan_&_Selebriti,0,0,0,0,1,"Nayeon Twice Bikin Pangling Berambut Pirang, Ini Komentar Yeri Red Velvet",1
8544,8544,viral kabar bi terbit uang redenominasi simak deret fakta,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Viral Kabar BI Terbitkan Uang Redenominasi, Simak Deretan Faktanya",1
5113,5113,dukung revisi uu kpk massa mahasiswa pisah hukum dan politik,Berita_indonesia,0,0,0,0,1,"Dukung Revisi UU KPK, Massa Mahasiswa: Pisahkan Hukum dan Politik",0
2707,2707,top tekno bocor informasi spesifikasi fitur dan harga iphon,Teknologi_&_Sains,0,0,1,3,1,"Top 3 Tekno: Bocoran Informasi Spesifikasi, Fitur dan Harga iPhone 11",1
4233,4233,chri apresiasi semangat serta audisi umum bulu tangki,Olahraga,0,0,0,0,0,Chris Apresiasi Semangat Peserta Audisi Umum Bulu Tangkis,0
7954,7954,nuest ke jakarta jelang super kpop festiv minhyun tampil santai tanpa masker jadi sorot,Hiburan_&_Selebriti,0,0,0,0,1,"NU'EST Ke Jakarta Jelang Super K-Pop Festival, Minhyun Tampil Santai Tanpa Masker Jadi Sorotan",1
2661,2661,vicki prasetyo diamdiam dekat sarita abdul mukti,Hiburan_&_Selebriti,0,0,0,0,0,Vicky Prasetyo Diam-Diam Dekati Sarita Abdul Mukti,1
5205,5205,begini cara adipati dolken dalam peran bagai kasino,Gaya_Hidup_&_Kesehatan,0,0,0,0,0,Begini Cara Adipati Dolken Dalami Peran sebagai Kasino,1
7204,7204,jelas detail scott mctominay bisa pilih teman lionel messi jadi cover pe,Hiburan_&_Selebriti,0,0,1,4,0,Penjelasan Detail Scott McTominay Bisa Dipilih Temani Lionel Messi Jadi Cover PES 2020,1
5915,5915,ini sebab getar gempa tuban asa sampai jauh,Teknologi_&_Sains,0,0,0,0,0,Ini Sebab Getaran Gempa Tuban Terasa sampai Jauh,1
3889,3889,ledak tabung ga hangus komplek rumah tni kebun lada,Berita_indonesia,0,0,1,3,0,Ledakan Tabung Gas Hanguskan Komplek Perumahan TNI 121 Kebun Lada,0
7815,7815,atta halilintar bakal aju lapor baru untuk bebbi fey soal apa,Hiburan_&_Selebriti,0,1,0,0,2,"Atta Halilintar Bakal Ajukan Laporan Baru Untuk Bebby Fey, Soal Apa?",1
3913,3913,anggar buat dpr tambah rp miliar,Berita_indonesia,0,0,1,3,0,Anggaran Buat DPR Bertambah Rp 833 Miliar,0
2730,2730,waspada benda umum di rumah ini nyata bisa reta,Berita_indonesia,0,0,1,1,1,"Waspada, 4 Benda Umum di Rumah Ini Ternyata Bisa Diretas",1
2578,2578,motor listrik ini jawab tantang di lintas balap,Teknologi_&_Sains,0,0,0,0,0,Motor Listrik Ini Menjawab Tantangan di Lintasan Balap,1
2366,2366,aset perintah di jakarta rp triliun bisa untuk modal bangun ibu kota baru,"Keuangan,Ekonomi_&_Bisnis",0,0,1,4,2,"Aset Pemerintah di Jakarta Rp 1.123 Triliun, Bisa untuk Modal Bangun Ibu Kota Baru",0
3815,3815,ibu meningg tabrak mobil bocah ini tak bisa ikut bantu sapu jalan lagi,Berita_indonesia,0,0,0,0,4,"Ibunya Meninggal Ditabrak Mobil, Bocah Ini Tak Bisa Ikut Membantu Menyapu Jalan Lagi...",1
7025,7025,zodiak sehat besok ramal zodiak sehat rabu septemb tauru lelah scorpio stre,Gaya_Hidup_&_Kesehatan,0,0,1,6,1,"ZODIAK KESEHATAN BESOK Ramalan Zodiak Kesehatan Rabu 11 September 2019 Taurus Lelah, Scorpio Stres",1
8397,8397,duga angkut batu untuk demonstran ambul aman,Berita_indonesia,0,0,1,1,1,"Diduga Angkut Batu Untuk Demonstran, 5 Ambulans Diamankan",0
7830,7830,massa gejayanmemanggil mulai kumpul singgung rezim pinokio,Berita_indonesia,0,0,1,1,1,"Massa #GejayanMemanggil2 Mulai Berkumpul, Singgung 'Rezim Pinokio'",1
2234,2234,dede yusuf saran perintah evakuasi warga dari wilayah karhutla,Berita_indonesia,0,0,0,0,0,Dede Yusuf Sarankan Pemerintah Evakuasi Warga dari Wilayah Karhutla,0
8445,8445,video jungkook bt riak suruh potong rambut dan hapu tato bikin netizen geram,Hiburan_&_Selebriti,0,0,0,0,0,Video Jungkook BTS Diteriaki Suruh Potong Rambut dan Hapus Tato Bikin Netizen Geram,1
2758,2758,kepala bnpb doni monardo pantau karhutla di riau,Regional_&_Daerah,0,0,0,0,0,Kepala BNPB Doni Monardo Pantau Karhutla di Riau,0
3440,3440,galaxi one samsung kawin galaxi s dan note tahun depan,Teknologi_&_Sains,0,1,0,0,2,"Galaxy One, Samsung ""Kawinkan"" Galaxy S dan Note Tahun Depan?",1
1831,1831,bagaimana siap mobil tua belum tour jarak jauh,Teknologi_&_Sains,0,1,0,0,1,Bagaimana Persiapan Mobil Tua Sebelum Touring Jarak Jauh?,1
6351,6351,kondisi sehat bj habibi stabil,Berita_indonesia,0,0,0,0,0,Kondisi Kesehatan BJ Habibie Stabil,0
931,931,hal pent yang haru ingat milik kulit sensitif,Gaya_Hidup_&_Kesehatan,0,0,1,1,0,5 Hal Penting yang Harus Diingat Pemilik Kulit Sensitif,1
4472,4472,messi belum gabung latih jelang barcelona vs valencia,Olahraga,0,0,0,0,0,Messi Belum Gabung Latihan Jelang Barcelona Vs Valencia,0
6528,6528,bpk temu masalah sri mulyani kita selalu harga,"Keuangan,Ekonomi_&_Bisnis",0,0,1,5,2,"BPK Temukan 14.965 Masalah, Sri Mulyani: Kita Selalu Menghargai",0
5160,5160,fed pangka suku bunga sri mulyani kita tidak akan selalu reaksi,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,1,"Fed Pangkas Suku Bunga, Sri Mulyani: Kita Tidak Akan Selalu Bereaksi",0
3971,3971,gaspol dan cyberjeck segera operasi di indonesia,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Gaspol dan Cyberjeck Segera Beroperasi di Indonesia,0
4648,4648,dpr dorong ruu karantina,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,DPR Dorong RUU Karantina,0
4798,4798,garuda luncur aplikasi layan kirim logistik,"Keuangan,Ekonomi_&_Bisnis",0,0,0,0,0,Garuda Luncurkan Aplikasi Layanan Pengiriman Logistik,0
1380,1380,digrebeg di hotel aktor ftv ridho illahi dua dengan selebgram chagii amelia,Hiburan_&_Selebriti,0,1,0,0,2,"Digrebeg di Hotel, Aktor FTV Ridho Illahi Berduaan dengan Selebgram Chagii Amelia?",1
6695,6695,liga bayar denda komdi pssi fan persik patungan rp,Olahraga,0,0,1,5,2,"Liga 2: Bayar Denda Komdis PSSI, Fans Persik Patungan Rp 2.000",0
2172,2172,asap di riau juga beras dari sumatera selatan dan jambi,Berita_indonesia,0,0,0,0,0,Asap di Riau Juga Berasal dari Sumatera Selatan dan Jambi,0
8138,8138,cantik lisa blackpink bak arti barat di pari fashion week kejut netizen,Hiburan_&_Selebriti,0,0,0,0,0,Kecantikan Lisa BLACKPINK Bak Artis Barat di Paris Fashion Week Kejutkan Netizen,1
7855,7855,vulgar di ig respon vanessa angel suruh daftar situ porno malah bikin gereget,Hiburan_&_Selebriti,0,0,0,0,1," Vulgar Di IG, Respon Vanessa Angel Disuruh Daftar Situs Porno Malah Bikin Geregetan",1
